area,data,coltura,bbch_min,bbch_max,fasi
Modena,2026-06-16,POMODORO_INDUSTRIA,13,83,termine trapianto – invaiatura primo palco || termine trapianto – invaiatura primo palco fine trapianto
Modena,2026-06-16,SOIA,17,59,6° foglia trilobata-chiusura interfila
Modena,2026-06-16,SUSINO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti-inizio maturazione
Modena,2026-06-16,VITE,77,79,chiusura grappolo
Modena,2026-06-23,ALBICOCCO,71,89,accrescimento-maturazione
Modena,2026-06-23,CILIEGIO,89,89,termine raccolta
Modena,2026-06-23,KAKI,71,79,accrescimento frutti
Modena,2026-06-23,MAIS,51,59,emissione pennacchio
Modena,2026-06-23,MELO,71,79,accrescimento frutti
Modena,2026-06-23,OLIVO,71,79,accrescimento frutti
Modena,2026-06-23,PERO,71,79,ingrossamento frutti
Modena,2026-06-23,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-06-23,POMODORO_INDUSTRIA,71,83,accrescimento- invaiatura secondo palco || t accrescimento invaiatura secondo palco
Modena,2026-06-23,SOIA,17,59,6° foglia trilobata-chiusura interfila
Modena,2026-06-23,SUSINO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti-inizio maturazione
Modena,2026-06-23,VITE,77,79,chiusura grappolo
Modena,2026-06-30,ALBICOCCO,71,89,accrescimento-maturazione
Modena,2026-06-30,CILIEGIO,89,93,termine raccolta || post raccolta
Modena,2026-06-30,KAKI,71,79,accrescimento frutti
Modena,2026-06-30,MAIS,51,59,emissione pennacchio
Modena,2026-06-30,MELO,71,79,accrescimento frutti
Modena,2026-06-30,OLIVO,69,79,allegagione || accrescimento frutti
Modena,2026-06-30,PERO,71,79,ingrossamento frutti
Modena,2026-06-30,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-06-30,POMODORO_INDUSTRIA,71,83,accrescimento- invaiatura ultimo palco
Modena,2026-06-30,SOIA,60,61,inizio fioritura
Modena,2026-06-30,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-06-30,VITE,77,79,chiusura grappolo
Modena,2026-07-07,ALBICOCCO,71,89,accrescimento-maturazione
Modena,2026-07-07,CILIEGIO,89,93,termine raccolta || post raccolta
Modena,2026-07-07,KAKI,71,79,accrescimento frutti
Modena,2026-07-07,MAIS,51,85,maturazione cerosa || emissione pennacchio
Modena,2026-07-07,MELO,71,79,accrescimento frutti
Modena,2026-07-07,OLIVO,69,79,allegagione || accrescimento frutti
Modena,2026-07-07,PERO,71,79,ingrossamento frutti
Modena,2026-07-07,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-07,POMODORO_INDUSTRIA,71,83,accrescimento- invaiatura ultimo palco
Modena,2026-07-07,SOIA,60,75,fioritura-formazione baccelli
Modena,2026-07-07,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-07,VITE,77,81,chiusura grappolo-inizio invaiatura || chiusura grappolo
Modena,2026-07-14,ALBICOCCO,81,89,maturazione
Modena,2026-07-14,CILIEGIO,91,93,post raccolta
Modena,2026-07-14,KAKI,71,79,accrescimento frutti
Modena,2026-07-14,MAIS,83,85,maturazione cerosa
Modena,2026-07-14,MELO,71,79,accrescimento frutti
Modena,2026-07-14,OLIVO,71,79,accrescimento frutto
Modena,2026-07-14,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Modena,2026-07-14,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-14,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Modena,2026-07-14,SOIA,69,75,formazione baccelli
Modena,2026-07-14,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-14,VITE,77,81,chiusura grappolo-inizio invaiatura
Modena,2026-07-21,ALBICOCCO,81,89,maturazione
Modena,2026-07-21,CILIEGIO,91,93,post raccolta
Modena,2026-07-21,KAKI,71,79,accrescimento frutti
Modena,2026-07-21,MAIS,83,85,maturazione cerosa
Modena,2026-07-21,MELO,71,79,accrescimento frutti
Modena,2026-07-21,OLIVO,71,79,accrescimento frutto
Modena,2026-07-21,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Modena,2026-07-21,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-21,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Modena,2026-07-21,SOIA,69,79,formazione baccelli-riempimento semi || formazione baccelli
Modena,2026-07-21,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-21,VITE,81,83,invaiatura
Modena,2026-07-28,CILIEGIO,91,93,post raccolta
Modena,2026-07-28,KAKI,71,79,accrescimento frutti
Modena,2026-07-28,MAIS,83,85,maturazione cerosa
Modena,2026-07-28,MELO,71,89,accrescimento frutti-maturazione
Modena,2026-07-28,OLIVO,71,79,accrescimento frutto
Modena,2026-07-28,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Modena,2026-07-28,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-28,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Modena,2026-07-28,SOIA,69,79,formazione baccelli-riempimento semi || formazione baccelli
Modena,2026-07-28,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-07-28,VITE,81,83,invaiatura
Modena,2026-08-04,KAKI,71,79,accrescimento frutti
Modena,2026-08-04,MAIS,83,85,maturazione cerosa
Modena,2026-08-04,MELO,71,89,accrescimento frutti-maturazione
Modena,2026-08-04,OLIVO,71,79,accrescimento frutto
Modena,2026-08-04,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Modena,2026-08-04,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-08-04,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Modena,2026-08-04,SOIA,69,79,formazione baccelli-riempimento semi || formazione baccelli
Modena,2026-08-04,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-08-04,VITE,81,83,invaiatura
Modena,2026-08-18,KAKI,71,79,accrescimento frutti
Modena,2026-08-18,MELO,71,89,accrescimento frutti-maturazione
Modena,2026-08-18,OLIVO,71,79,accrescimento frutto
Modena,2026-08-18,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Modena,2026-08-18,PESCO,71,89,ingrossamento frutti-maturazione
Modena,2026-08-18,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Modena,2026-08-18,SOIA,69,79,riempimento semi || formazione baccelli
Modena,2026-08-18,SUSINO,71,89,ingrossamento frutti-maturazione
Modena,2026-08-18,VITE,85,89,maturazione
Parma,2026-02-06,ALBICOCCO,0,51,da gemma ferma a inizio rigonfiamento gemme
Parma,2026-02-06,MELO,0,0,gemma ferma
Parma,2026-02-06,PERO,0,0,gemma ferma
Parma,2026-02-06,PESCO,0,51,da gemma ferma a inizio rigonfiamento gemme
Parma,2026-02-06,SUSINO_EUROPEO,0,0,gemma ferma
Parma,2026-02-06,VITE,0,0,gemma ferma
Parma,2026-02-20,ALBICOCCO,51,57,da rigonfiamento gemme a inizio bottone rosso
Parma,2026-02-20,MELO,0,51,da gemma ferma ad inizio rigonfiamento gemme
Parma,2026-02-20,PERO,0,51,da gemma ferma ad inizio rigonfiamento gemme
Parma,2026-02-20,PESCO,1,3,da gemma gonfia ad inizio rottura gemme a legno
Parma,2026-02-20,SUSINO_EUROPEO,0,0,gemma ferma
Parma,2026-02-20,VITE,0,0,gemma ferma
Parma,2026-02-27,ALBICOCCO,57,61,da bottone rosso a inizio fioritura
Parma,2026-02-27,CILIEGIO,51,51,rigonfiamento gemme
Parma,2026-02-27,MAIS,0,0,pre-semina
Parma,2026-02-27,MELO,0,52,da gemma ferma a rigonfiamento gemme
Parma,2026-02-27,PERO,51,52,rigonfiamento gemme
Parma,2026-02-27,PESCO,3,57,rottura gemme a legno - bottone rosa
Parma,2026-02-27,POMODORO,0,13,pre-trapianto
Parma,2026-02-27,SUSINO_EUROPEO,51,51,inizio rigonfiamento gemme
Parma,2026-02-27,VITE,0,1,da gemma ferma a inizio rigonfiamento gemma
Parma,2026-03-06,ALBICOCCO,57,69,da bottone rosso a fioritura
Parma,2026-03-06,CILIEGIO,53,57,da bottoni rosa a inizio apertura gemme
Parma,2026-03-06,MAIS,0,0,pre-semina
Parma,2026-03-06,MELO,51,53,da rigonfiamento gemme a punte verdi
Parma,2026-03-06,PERO,51,55,da gemma gonfia a comparsa mazzetti fiorali
Parma,2026-03-06,PESCO,57,61,da bottone rosa a inizio fioritura
Parma,2026-03-06,POMODORO,0,13,pre-trapianto
Parma,2026-03-06,POMODORO_INDUSTRIA,0,13,pre-trapianto
Parma,2026-03-06,SUSINO_EUROPEO,51,53,da rigonfiamento gemme a inizio rottura gemme
Parma,2026-03-06,VITE,0,5,da gemma ferma a inizio gemma cotonosa – inizio pianto
Parma,2026-03-13,ALBICOCCO,60,69,fioritura
Parma,2026-03-13,CILIEGIO,53,57,da bottoni rosa ad apertura gemme
Parma,2026-03-13,MAIS,0,0,pre-semina
Parma,2026-03-13,MELO,51,53,da rigonfiamento gemme a punte verdi
Parma,2026-03-13,PERO,53,55,da apertura gemme a comparsa mazzetti fiorali
Parma,2026-03-13,PESCO,57,69,da bottone rosa a fioritura
Parma,2026-03-13,POMODORO_INDUSTRIA,0,13,pre-trapianto
Parma,2026-03-13,SUSINO_EUROPEO,53,56,da rottura gemme a bottone verde
Parma,2026-03-13,VITE,0,5,da gemma ferma a gemma cotonosa – pianto
Parma,2026-03-20,ALBICOCCO,67,69,da fine fioritura a caduta petali
Parma,2026-03-20,CILIEGIO,56,61,da bottone verde ad inizio fioritura
Parma,2026-03-20,MAIS,0,0,pre-semina
Parma,2026-03-20,MELO,53,55,da punte verdi a mazzetti affioranti
Parma,2026-03-20,OLIVO,1,3,inizio ripresa vegetativa
Parma,2026-03-20,PERO,55,56,da comparsa mazzetti fiorali a mazzetti divaricati
Parma,2026-03-20,PESCO,60,69,fioritura
Parma,2026-03-20,POMODORO_INDUSTRIA,0,13,pre-trapianto
Parma,2026-03-20,SUSINO_EUROPEO,56,61,da bottone verde a inizio fioritura
Parma,2026-03-20,VITE,0,7,da gemma cotonosa a inizio apertura gemme – pianto
Parma,2026-03-27,ALBICOCCO,71,71,allegagione
Parma,2026-03-27,CILIEGIO,57,69,da bottone bianco a fioritura
Parma,2026-03-27,GIRASOLE,0,0,pre-semina
Parma,2026-03-27,MAIS,0,0,da pre-semina a semina
Parma,2026-03-27,MELO,55,57,da mazzetti affioranti a bottone rosa
Parma,2026-03-27,OLIVO,1,9,ripresa vegetativa
Parma,2026-03-27,PERO,56,69,da mazzetti divaricati a fioritura
Parma,2026-03-27,PESCO,60,69,da fioritura a caduta petali
Parma,2026-03-27,POMODORO_INDUSTRIA,0,13,pre-trapianto
Parma,2026-03-27,SUSINO_EUROPEO,57,69,da bottone bianco a fioritura
Parma,2026-03-27,VITE,5,8,da gemma cotonosa ad apertura gemme
Parma,2026-04-03,ALBICOCCO,71,73,da scamiciatura a inizio accrescimento frutto
Parma,2026-04-03,CILIEGIO,60,69,fioritura
Parma,2026-04-03,GIRASOLE,0,0,pre-semina
Parma,2026-04-03,MAIS,0,0,da pre-semina a semina
Parma,2026-04-03,MELO,57,69,da bottone rosa a fioritura
Parma,2026-04-03,OLIVO,1,9,ripresa vegetativa
Parma,2026-04-03,PERO,60,71,da fioritura a inizio allegagione
Parma,2026-04-03,PESCO,67,71,da caduta petali ad allegagione
Parma,2026-04-03,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto || pre-trapianto
Parma,2026-04-03,SUSINO_EUROPEO,60,69,da fioritura a caduta petali
Parma,2026-04-03,VITE,5,12,da gemma cotonosa a prime foglie distese
Parma,2026-04-10,ALBICOCCO,71,79,accrescimento frutto
Parma,2026-04-10,CILIEGIO,60,71,da fioritura ad allegagione
Parma,2026-04-10,GIRASOLE,0,0,pre-semina - semina
Parma,2026-04-10,MAIS,0,8,da pre-semina a pre-emergenza
Parma,2026-04-10,MELO,60,69,fioritura
Parma,2026-04-10,OLIVO,1,9,ripresa vegetativa
Parma,2026-04-10,PERO,60,71,da fioritura ad allegagione
Parma,2026-04-10,PESCO,71,73,da scamiciatura ad inizio sviluppo frutti
Parma,2026-04-10,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto
Parma,2026-04-10,SUSINO,67,73,da caduta petali a scamiciatura
Parma,2026-04-10,VITE,11,53,da prime foglie distese a grappoli visibili
Parma,2026-04-17,ALBICOCCO,71,79,accrescimento frutto
Parma,2026-04-17,CILIEGIO,71,79,da allegagione ad accrescimento frutto
Parma,2026-04-17,GIRASOLE,0,9,semina - emergenza
Parma,2026-04-17,MAIS,0,9,da pre-semina a emergenza
Parma,2026-04-17,MELO,60,71,da fioritura ad allegagione
Parma,2026-04-17,OLIVO,1,9,ripresa vegetativa
Parma,2026-04-17,PERO,71,79,da allegagione ad accrescimento frutto
Parma,2026-04-17,PESCO,71,73,da scamiciatura ad inizio sviluppo frutti
Parma,2026-04-17,POMODORO_INDUSTRIA,0,15,pre-trapianto - trapianto
Parma,2026-04-17,SOIA,0,0,Pre-semina
Parma,2026-04-17,SUSINO,71,79,da scamiciatura ad accrescimento frutto
Parma,2026-04-17,VITE,53,55,da grappoli visibili a grappoli separati
Parma,2026-04-24,ALBICOCCO,71,79,accrescimento frutto || accrescimento
Parma,2026-04-24,CILIEGIO,71,79,accrescimento frutto
Parma,2026-04-24,GIRASOLE,0,9,semina - emergenza
Parma,2026-04-24,MAIS,0,13,da pre-emergenza a 2/3 foglie
Parma,2026-04-24,MELO,71,72,da allegagione a inizio ingrossamento frutti
Parma,2026-04-24,OLIVO,50,52,inizio mignolatura
Parma,2026-04-24,PERO,71,79,accrescimento frutto
Parma,2026-04-24,PESCO,71,79,ingrossamento frutto
Parma,2026-04-24,POMODORO_INDUSTRIA,0,15,pre-trapianto – trapianto
Parma,2026-04-24,SOIA,0,0,da pre-semina a semina
Parma,2026-04-24,SUSINO,71,79,ingrossamento frutto
Parma,2026-04-24,VITE,53,55,da grappoli visibili a grappoli separati
Parma,2026-04-30,ALBICOCCO,71,79,da accrescimento frutti a indurimento nocciolo
Parma,2026-04-30,CILIEGIO,71,81,da accrescimento frutti a inizio invaiatura
Parma,2026-04-30,GIRASOLE,0,10,da pre-emergenza a cotiledoni
Parma,2026-04-30,MAIS,0,15,da pre-emergenza a 5 foglie
Parma,2026-04-30,MELO,71,79,ingrossamento frutti
Parma,2026-04-30,OLIVO,50,57,mignolatura
Parma,2026-04-30,PERO,71,79,accrescimento frutto
Parma,2026-04-30,PESCO,71,79,ingrossamento frutto
Parma,2026-04-30,POMODORO_INDUSTRIA,0,61,pre-trapianto – inizio fioritura 1° palco || pre-trapianto – sviluppo fogliare
Parma,2026-04-30,SOIA,0,8,da pre-semina a pre-emergenza
Parma,2026-04-30,SUSINO,71,79,ingrossamento frutto
Parma,2026-04-30,VITE,55,57,da grappoli separati a bottoni fiorali separati
Parma,2026-05-08,ALBICOCCO,75,77,indurimento nocciolo
Parma,2026-05-08,CILIEGIO,71,85,da accrescimento frutti a invaiatura
Parma,2026-05-08,GIRASOLE,9,14,da emergenza a 2-4 foglie
Parma,2026-05-08,MAIS,9,16,da emergenza a 6 foglie
Parma,2026-05-08,MELO,71,79,ingrossamento frutti
Parma,2026-05-08,OLIVO,50,57,mignolatura
Parma,2026-05-08,PERO,71,79,accrescimento frutto
Parma,2026-05-08,PESCO,71,79,ingrossamento frutto
Parma,2026-05-08,POMODORO_INDUSTRIA,0,71,pre-trapianto – allegagione 1° palco/fioritura 2° palco || pre-trapianto – inizio fioritura 1° palco
Parma,2026-05-08,SOIA,0,9,da pre-semina a emergenza
Parma,2026-05-08,SUSINO,71,79,ingrossamento frutto
Parma,2026-05-08,VITE,55,57,da grappoli separati a bottoni fiorali separati
Parma,2026-05-15,ALBICOCCO,75,77,indurimento nocciolo
Parma,2026-05-15,CILIEGIO,71,81,da accrescimento frutti a inizio maturazione
Parma,2026-05-15,GIRASOLE,9,16,da emergenza a 4-6 foglie
Parma,2026-05-15,MAIS,11,17,1-7 foglie
Parma,2026-05-15,MELO,71,79,ingrossamento frutti
Parma,2026-05-15,OLIVO,50,61,da mignolatura a inizio fioritura
Parma,2026-05-15,PERO,71,79,accrescimento frutti
Parma,2026-05-15,PESCO,71,79,ingrossamento frutti
Parma,2026-05-15,POMODORO_INDUSTRIA,0,72,pre-trapianto – allegagione 2° palco/fioritura 3° palco || pre-trapianto – inizio fioritura 2° palco
Parma,2026-05-15,SOIA,0,12,da pre-emergenza a prima foglia trifogliata
Parma,2026-05-15,SUSINO,71,79,ingrossamento frutti
Parma,2026-05-15,VITE,57,61,da bottoni fiorali separati a inizio fioritura
Parma,2026-05-22,ALBICOCCO,71,81,da accrescimento frutti a inizio maturazione
Parma,2026-05-22,CILIEGIO,81,89,da invaiatura a maturazione
Parma,2026-05-22,GIRASOLE,12,18,2-8 foglie
Parma,2026-05-22,MAIS,12,18,2-8 foglie
Parma,2026-05-22,MELO,71,79,ingrossamento frutti
Parma,2026-05-22,OLIVO,60,69,fioritura
Parma,2026-05-22,PERO,71,79,accrescimento frutti
Parma,2026-05-22,PESCO,71,79,ingrossamento frutti
Parma,2026-05-22,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco || pre-trapianto – allegagione 2° palco
Parma,2026-05-22,SOIA,9,13,da emergenza a seconda foglia trifogliata
Parma,2026-05-22,SUSINO,71,79,ingrossamento frutti
Parma,2026-05-22,VITE,60,69,fioritura
Parma,2026-05-29,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-05-29,CILIEGIO,81,89,da invaiatura a maturazione
Parma,2026-05-29,GIRASOLE,14,39,da 4 foglie ad inizio allungamento stelo || 4-10 foglie
Parma,2026-05-29,MAIS,14,39,da 4 foglie a levata
Parma,2026-05-29,MELO,71,79,ingrossamento frutti
Parma,2026-05-29,OLIVO,68,69,fine fioritura - allegagione
Parma,2026-05-29,PERO,71,79,accrescimento frutti
Parma,2026-05-29,PESCO,71,79,da ingrossamento frutto a indurimento nocciolo
Parma,2026-05-29,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco || pre-trapianto – allegagione 2° palco
Parma,2026-05-29,SOIA,11,13,1-3 foglie
Parma,2026-05-29,SUSINO,71,79,ingrossamento frutti
Parma,2026-05-29,VITE,60,71,fioritura - allegagione
Parma,2026-06-05,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-06-05,CILIEGIO,81,89,maturazione
Parma,2026-06-05,MAIS,16,39,da 6 foglie a levata
Parma,2026-06-05,MELO,71,79,ingrossamento frutti
Parma,2026-06-05,OLIVO,69,71,allegagione – inizio accrescimento frutti
Parma,2026-06-05,PERO,71,79,accrescimento frutti
Parma,2026-06-05,PESCO,71,79,da ingrossamento frutto a indurimento nocciolo
Parma,2026-06-05,POMODORO_INDUSTRIA,0,74,pre-trapianto – allegagione 4° palco || fioritura 1° palco - allegagione 3° palco
Parma,2026-06-05,SOIA,12,14,2-4 foglie
Parma,2026-06-05,SUSINO,71,79,ingrossamento frutti
Parma,2026-06-05,VITE,71,75,allegagione – sviluppo acini
Parma,2026-06-12,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-06-12,CILIEGIO,81,89,maturazione
Parma,2026-06-12,MAIS,30,39,levata
Parma,2026-06-12,MELO,71,79,ingrossamento frutti
Parma,2026-06-12,OLIVO,71,79,accrescimento drupe
Parma,2026-06-12,PERO,71,79,accrescimento frutti
Parma,2026-06-12,PESCO,71,79,da ingrossamento frutto a indurimento nocciolo
Parma,2026-06-12,POMODORO_INDUSTRIA,61,83,fioritura 1° palco – inizio invaiatura primo palco || allegagione 1° palco - allegagione 4° palco
Parma,2026-06-12,SOIA,14,61,da 4 foglie a inizio fioritura
Parma,2026-06-12,SUSINO,71,79,ingrossamento frutti
Parma,2026-06-12,VITE,73,77,da mignolatura a pre-chiusura grappolo
Parma,2026-06-19,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-06-19,CILIEGIO,81,89,maturazione
Parma,2026-06-19,MAIS,30,59,levata – emissione pennacchio
Parma,2026-06-19,MELO,71,79,ingrossamento frutti
Parma,2026-06-19,OLIVO,71,79,accrescimento drupe
Parma,2026-06-19,PERO,71,79,accrescimento frutti
Parma,2026-06-19,PESCO,71,81,da ingrossamento frutto a inizio maturazione || da ingrossamento frutto a indurimento nocciolo
Parma,2026-06-19,POMODORO_INDUSTRIA,71,83,da inizio allegagione 1° palco ad inizio invaiatura secondo palco || da allegagione 2° palco a invaiatura 1° palco
Parma,2026-06-19,SOIA,14,61,da 4 foglie a inizio fioritura
Parma,2026-06-19,SUSINO,71,79,ingrossamento frutti
Parma,2026-06-19,VITE,77,79,da pre-chiusura a chiusura grappolo
Parma,2026-06-26,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-06-26,CILIEGIO,91,93,post-raccolta
Parma,2026-06-26,MAIS,51,65,emissione pennacchio – comparsa sete
Parma,2026-06-26,MELO,71,79,ingrossamento frutti
Parma,2026-06-26,OLIVO,71,79,accrescimento drupe
Parma,2026-06-26,PERO,71,79,accrescimento frutti
Parma,2026-06-26,PESCO,71,81,da ingrossamento frutto a inizio maturazione
Parma,2026-06-26,POMODORO_INDUSTRIA,72,83,da allegagione 2° palco a invaiatura secondo palco || da allegagione 2° palco a inizio invaiatura 2° palco
Parma,2026-06-26,SOIA,10,69,da sviluppo vegetativo a fioritura
Parma,2026-06-26,SUSINO,71,79,ingrossamento frutti
Parma,2026-06-26,VITE,77,79,chiusura grappolo
Parma,2026-07-03,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-07-03,CILIEGIO,91,93,post-raccolta
Parma,2026-07-03,MAIS,51,69,emissione pennacchio – senescenza sete
Parma,2026-07-03,MELO,71,79,ingrossamento frutti
Parma,2026-07-03,OLIVO,71,79,accrescimento drupe
Parma,2026-07-03,PERO,71,79,accrescimento frutti
Parma,2026-07-03,PESCO,71,89,da ingrossamento frutto a maturazione
Parma,2026-07-03,POMODORO_INDUSTRIA,71,83,da allegagione 1° palco a invaiatura 3° palco || da allegagione 2° palco a inizio invaiatura 3° palco
Parma,2026-07-03,SOIA,10,69,da sviluppo vegetativo a fioritura
Parma,2026-07-03,SUSINO,71,81,da ingrossamento frutti a inizio maturazione
Parma,2026-07-03,VITE,77,79,chiusura grappolo
Parma,2026-07-10,ALBICOCCO,71,89,da accrescimento frutti a maturazione
Parma,2026-07-10,CILIEGIO,91,93,post-raccolta
Parma,2026-07-10,MAIS,67,75,da senescenza sete a maturazione lattea
Parma,2026-07-10,MELO,71,79,ingrossamento frutti
Parma,2026-07-10,OLIVO,71,79,accrescimento drupe
Parma,2026-07-10,PERO,71,79,accrescimento frutti
Parma,2026-07-10,PESCO,71,89,da ingrossamento frutto a maturazione
Parma,2026-07-10,POMODORO_INDUSTRIA,10,89,da sviluppo vegetativo a invaiatura ultimo palco/maturazione || da sviluppo vegetativo a inizio invaiatura ultimo palco/maturazione
Parma,2026-07-10,SOIA,60,75,da fioritura a formazione baccelli
Parma,2026-07-10,SUSINO,71,89,da ingrossamento frutti a maturazione
Parma,2026-07-10,VITE,77,81,chiusura grappolo – inizio invaiatura varietà precoci
Parma,2026-07-17,ALBICOCCO,81,93,da maturazione a post-raccolta
Parma,2026-07-17,CILIEGIO,91,93,post-raccolta
Parma,2026-07-17,MAIS,73,85,da maturazione lattea a cerosa
Parma,2026-07-17,MELO,71,79,ingrossamento frutti
Parma,2026-07-17,OLIVO,71,79,da accrescimento drupe a inizio indurimento nocciolo
Parma,2026-07-17,PERO,71,79,accrescimento frutti
Parma,2026-07-17,PESCO,71,89,da ingrossamento frutto a maturazione
Parma,2026-07-17,POMODORO_INDUSTRIA,10,89,da sviluppo vegetativo a maturazione
Parma,2026-07-17,SOIA,69,75,formazione baccelli
Parma,2026-07-17,SUSINO,71,89,da ingrossamento frutti a maturazione
Parma,2026-07-17,VITE,77,81,chiusura grappolo – inizio invaiatura
Parma,2026-07-24,ALBICOCCO,81,93,da maturazione a post-raccolta
Parma,2026-07-24,CILIEGIO,91,93,post-raccolta
Parma,2026-07-24,MAIS,73,85,da maturazione lattea a cerosa
Parma,2026-07-24,MELO,71,79,ingrossamento frutti
Parma,2026-07-24,OLIVO,71,79,da accrescimento drupe a inizio indurimento nocciolo
Parma,2026-07-24,PERO,71,81,da accrescimento frutti a inizio maturazione
Parma,2026-07-24,PESCO,71,89,da ingrossamento frutto a maturazione
Parma,2026-07-24,POMODORO_INDUSTRIA,10,89,da sviluppo vegetativo a maturazione
Parma,2026-07-24,SOIA,69,75,formazione baccelli
Parma,2026-07-24,SUSINO,71,89,da ingrossamento frutti a maturazione
Parma,2026-07-24,VITE,77,83,da chiusura grappolo a invaiatura
Parma,2026-07-31,ALBICOCCO,81,93,da maturazione a post-raccolta
Parma,2026-07-31,MELO,71,81,da ingrossamento frutti a inizio maturazione
Parma,2026-07-31,OLIVO,75,75,indurimento nocciolo
Parma,2026-07-31,PERO,71,89,da accrescimento frutti a maturazione
Parma,2026-07-31,PESCO,71,89,da ingrossamento frutto a maturazione
Parma,2026-07-31,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
Parma,2026-07-31,SOIA,69,79,da formazione baccelli a ingrossamento semi
Parma,2026-07-31,SUSINO,71,89,da ingrossamento frutti a maturazione
Parma,2026-07-31,VITE,81,85,da invaiatura a inizio maturazione
Parma,2026-08-07,MELO,71,89,da ingrossamento frutti a maturazione
Parma,2026-08-07,OLIVO,75,75,indurimento nocciolo
Parma,2026-08-07,PERO,71,89,da accrescimento frutti a maturazione
Parma,2026-08-07,PESCO,71,89,da ingrossamento frutto a maturazione
Parma,2026-08-07,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
Parma,2026-08-07,SOIA,69,79,da formazione baccelli a ingrossamento semi
Parma,2026-08-07,SUSINO,71,89,da ingrossamento frutti a maturazione
Parma,2026-08-07,VITE,81,89,da invaiatura a maturazione
Parma,2026-08-21,MELO,71,89,da ingrossamento frutti a maturazione
Parma,2026-08-21,OLIVO,75,75,indurimento nocciolo
Parma,2026-08-21,PERO,71,89,da accrescimento frutti a maturazione
Parma,2026-08-21,PESCO,81,89,maturazione
Parma,2026-08-21,POMODORO_INDUSTRIA,71,89,da allegagione a maturazione
Parma,2026-08-21,SOIA,75,79,ingrossamento semi
Parma,2026-08-21,SUSINO,71,89,da ingrossamento frutti a maturazione
Parma,2026-08-21,VITE,85,89,maturazione - raccolta
Piacenza,2026-02-06,ALBICOCCO,0,51,da gemma ferma a inizio rigonfiamento gemme
Piacenza,2026-02-06,MELO,0,0,gemma ferma
Piacenza,2026-02-06,PERO,0,0,gemma ferma
Piacenza,2026-02-06,PESCO,0,51,da gemma ferma a inizio rigonfiamento gemme
Piacenza,2026-02-06,SUSINO_EUROPEO,0,0,gemma ferma
Piacenza,2026-02-06,VITE,0,0,gemma ferma
Piacenza,2026-02-20,ALBICOCCO,51,57,da rigonfiamento gemme a inizio bottone rosso
Piacenza,2026-02-20,MELO,0,51,da gemma ferma a inizio rigonfiamento gemme
Piacenza,2026-02-20,PERO,0,51,da gemma ferma a inizio rigonfiamento gemme
Piacenza,2026-02-20,PESCO,1,3,da gemma gonfia a inizio rottura gemme a legno
Piacenza,2026-02-20,SUSINO_EUROPEO,0,0,gemma ferma
Piacenza,2026-02-20,VITE,0,0,gemma ferma
Piacenza,2026-02-27,ALBICOCCO,57,61,da bottone rosso a inizio fioritura
Piacenza,2026-02-27,CILIEGIO,51,51,rigonfiamento gemme
Piacenza,2026-02-27,MAIS,0,0,pre-semina
Piacenza,2026-02-27,MELO,0,52,da gemma ferma a rigonfiamento gemme
